Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	mu[1]	mu[2]	mu[3]	mu[4]	root_age
10001.00000000003	10001.000000000007	10001.000000000053	10001.000000000015	10001.000000000022	10390.697403549628	10001.00000000002	10000.999999999956	10000.999999999964	10884.936272563815	10743.853069753426	10001.000000000004	11452.024949656905	10000.99999999997	10586.764709448356	9497.028499235654
10000.999999999969	10001.000000000002	10000.999999999973	10001.000000000011	10001.000000000013	10000.999999999982	10001.00000000003	10000.999999999949	10000.99999999998	10001.000000000056	10001.000000000015	9603.821756856649	10001.00000000002	10000.99999999997	10001.000000000011	9698.835516663517
10000.999999999993	10000.999999999985	10304.10586576584	10431.8668828969	10000.999999999976	9503.429265034647	10455.805933832455	10000.999999999978	9510.94821292152	10000.999999999998	10309.341426573923	10518.620777507796	10000.99999999996	10001.00000000003	10376.025162538202	10001.000000000038
9725.076313866737	10001.000000000042	9912.909454300825	10000.999999999985	10000.999999999978	10001.000000000025	9707.588959287334	10001.00000000002	10001.000000000015	10871.720257273697	10001.000000000013	10001.000000000036	10001.000000000004	9641.60925301561	10001.00000000005	10000.999999999938
10001	10298.873870312269	10416.111345995938	10000.999999999976	10001.000000000005	10091.551013807768	10001.000000000011	10000.999999999965	10001.00000000003	10001.000000000015	10000.999999999956	10000.999999999964	10001.000000000002	10001.000000000011	10815.187154488282	10956.709689343083
11028.582654748967	10538.469359114728	10000.99999999998	10001.000000000004	10001.00000000003	10597.553208092391	10001.000000000004	10001.000000000013	10000.999999999985	10350.4324169571	10000.999999999982	10001.00000000003	10000.999999999956	10348.557868069605	10001.000000000055	11707.831417604148
9710.705632345911	10000.999999999989	10001.000000000016	10001.00000000001	10599.908044599937	10319.085318998674	10000.999999999998	10000.999999999984	9890.383333338557	10000.999999999998	10000.999999999976	10000.999999999985	10001.000000000005	10001.000000000051	10001.000000000056	9423.16069957202
9716.48278976702	10001.000000000013	10000.999999999975	10627.838075305672	10001.00000000003	10001.000000000016	10779.98212911687	9531.371281420312	8930.334514628425	10000.999999999989	10484.684542153	10001.000000000053	10403.093803052061	10000.99999999997	10001.00000000001	10930.10687013853
10000.99999999997	10001.000000000004	10000.999999999985	10000.999999999995	10000.999999999969	10000.999999999996	10529.607210258568	10342.92859370618	10001.000000000007	11471.879065636394	10000.999999999985	10001.000000000004	10000.999999999965	10001.000000000044	10001.000000000025	10001.000000000095
10001.000000000025	10000.999999999967	10000.999999999984	10513.7476637439	10000.999999999958	10001.000000000027	10000.999999999996	10001.000000000016	10001.000000000016	10000.999999999985	10000.999999999987	10000.999999999975	10001.000000000002	10001.000000000013	10322.314700393488	10000.999999999967
10001.000000000042	10786.577780474136	10306.482759988015	9672.499305881283	10001.00000000001	10001.00000000003	10001.000000000024	10000.999999999962	10000.999999999985	10001.000000000078	10000.999999999996	10001.000000000013	10001.00000000002	10001.000000000045	10001.00000000002	10492.611674791848
10000.999999999965	10001.000000000011	10305.204130845079	10001.000000000035	9527.034102989797	10001.000000000024	10000.999999999967	10001.000000000013	10000.999999999978	9119.783718635283	10001.000000000007	10000.999999999984	10339.82450019751	10597.183189846824	10000.999999999987	10455.946625608462
10001.000000000027	10001.000000000042	10000.99999999997	10001.000000000011	10000.999999999993	10000.999999999984	10001.000000000053	10001.000000000067	10442.80350772882	9333.158445650219	10000.99999999999	10000.99999999997	10543.720588617238	10000.999999999993	10001.000000000013	10000.99999999995
10001.00000000003	10001	10001.000000000005	10001.00000000006	10001.000000000007	10450.348861817041	10000.999999999978	10479.820511115922	10001.000000000005	8658.304178214838	10146.888877707472	10001.000000000016	9728.683026457646	10001.000000000004	9634.143219103333	10000.999999999953
10000.999999999969	10456.056902890326	10000.999999999993	10001.000000000024	10001.000000000031	10317.706717884528	10001.000000000011	9632.243707933016	10524.506287313878	10001.000000000064	10000.999999999949	10000.999999999982	10001.000000000007	9934.53895993399	9253.435534683087	10001.000000000084
10000.999999999996	10001.000000000018	10000.999999999984	10293.801245546407	10001.000000000025	10001.000000000047	10001.000000000038	10000.999999999984	10000.999999999969	10001.000000000016	10856.013359659186	10001.000000000045	10000.99999999998	9178.483758711292	9363.793076157805	10001.000000000036
10001.000000000022	10000.99999999995	10000.999999999993	10000.999999999987	10000.999999999985	10001.000000000045	9560.638036497809	10001.000000000036	10330.09499908846	9986.562791831113	10001.000000000004	10000.999999999976	10112.342920859488	10128.033751679972	10001.000000000004	9709.65309416653
10732.64183378699	10000.99999999997	10000.999999999989	9686.110755549587	10753.572861826271	10001.000000000042	10000.999999999996	9769.991872876653	10001.000000000024	10344.71360083094	10000.999999999993	10001	10000.999999999949	10001.000000000022	10001.000000000044	10001.00000000002
10001.000000000004	10000.999999999996	10000.999999999993	10361.32488045432	10000.999999999998	10000.999999999976	10432.6971668092	10296.064555203287	10000.999999999989	9493.44422940326	10000.999999999956	10001.000000000011	10001.000000000036	10000.99999999999	10000.999999999982	8978.522492966531
10000.999999999969	10001.000000000033	10000.999999999989	10000.99999999999	10001.000000000055	10001.000000000038	10308.526014244519	10001.000000000011	10000.999999999993	10000.999999999978	10000.999999999998	10001.00000000005	10001.000000000007	10000.999999999987	10001.000000000002	10001.000000000002
9651.945567753566	8878.049161969659	10000.999999999949	9533.109407970755	10000.999999999958	10001.000000000013	10000.999999999973	10001.000000000024	10000.999999999976	9654.356467951053	10000.999999999984	9041.825534422482	10001.000000000005	10000.999999999995	10825.255281850697	10564.735568720387
10000.999999999989	10447.668094834908	10000.999999999989	10532.315089074626	10000.999999999976	9745.251845157905	11536.350594665322	10000.999999999938	9694.572213121717	10000.999999999982	10001.000000000004	10732.752662263558	9289.602502394991	10001.000000000004	10001.000000000007	10000.999999999945
9954.771844133062	10000.999999999993	10318.619874651135	10000.999999999984	10000.999999999973	10065.390270903881	10000.999999999965	10001.000000000002	10000.999999999982	10001.000000000007	10000.999999999995	10001.000000000004	10001.000000000004	10001.000000000045	10000.999999999989	10000.999999999953
10000.999999999989	10000.999999999989	10001.000000000005	9718.814101579646	10000.999999999987	10001.000000000007	10000.999999999995	10001.000000000007	10000.999999999973	10001.00000000001	9887.653690036193	10000.999999999982	10001.000000000013	9248.328714839608	9632.90764205737	10605.735071644278
10000.99999999998	10000.999999999989	11354.958325258278	10000.999999999967	10001.000000000016	10001.00000000001	10001.00000000003	10000.999999999982	10001.000000000036	10000.999999999998	10001.000000000013	10000.999999999967	9720.41139565128	10000.999999999975	10001.000000000045	10393.210994697807
10000.999999999996	10340.376499930035	10001.801465035991	10369.00982987704	10000.999999999973	9397.123851059565	10000.999999999962	10402.533704415717	10416.980397608522	10001.000000000022	10287.268035460707	10000.999999999973	9454.267564672618	9713.404120905761	10000.999999999965	10000.999999999922
10001.000000000016	10000.999999999993	10000.99999999997	10835.082871891003	10000.999999999969	9361.272973233645	10001.00000000005	10000.99999999997	10000.999999999967	10000.999999999989	10000.999999999998	10001.000000000005	10000.999999999996	10000.999999999985	10000.999999999987	10000.999999999964
10000.99999999997	10733.80327135331	10001.000000000005	10001.000000000027	10001.000000000015	10617.785563928404	10000.999999999964	10335.0811233273	10000.999999999995	10001.000000000035	10000.999999999996	10000.999999999985	10000.999999999982	10000.999999999967	10001.000000000024	11450.128882525521
9616.639578069871	10000.999999999995	8866.907236014713	9137.459539346364	10001.000000000022	10001.000000000015	10001.00000000003	10001.000000000013	10001.000000000007	9707.230910142469	9284.266318366068	10001.000000000024	10001.000000000005	10000.999999999969	10000.999999999989	10520.447111772331
9755.547035724183	9255.4625143563	10000.999999999973	10445.630616239345	10001.000000000031	10000.999999999967	10000.999999999996	10805.70991862708	10001.000000000036	10001.000000000025	10001.00000000004	10001.000000000033	10000.99999999999	10000.999999999978	10001.000000000018	10396.7783962188
10001.000000000045	10286.903055344137	10001.00000000001	10000.999999999984	9757.826435919493	10001.000000000035	10313.827701830385	9438.269522355538	10001.000000000007	10000.99999999999	10001.000000000007	10000.999999999984	9915.873557320148	10001	10367.612500193085	10001.000000000002
10000.999999999982	10000.999999999993	10001.000000000024	9458.640314866383	10001.000000000011	10001.000000000035	10001.000000000024	10001.000000000047	10001.000000000033	10001.000000000005	10000.999999999973	9346.252571726533	10001.000000000011	10001.000000000016	9879.899541722367	10001.000000000015
10001.000000000004	10000.999999999985	10398.419337127523	10532.93916115665	10001.000000000013	10000.999999999987	10000.999999999958	10352.210295017132	10682.76497197842	10000.999999999978	10000.999999999965	10000.999999999965	10001.000000000005	10592.905270081497	10001.000000000033	10474.406977397273
9956.561153230363	10000.999999999996	9992.948859635335	10000.999999999995	10000.99999999995	10001.000000000004	10864.058434240162	9556.134079532503	10392.768036149575	10001.000000000002	9744.344391363935	8801.542652900569	10001.00000000001	10000.999999999929	8506.95401723577	10000.999999999989
10563.542732604124	11475.527895989071	10000.999999999945	10553.671595366395	10000.999999999975	10001	10000.999999999953	9683.56170167145	10000.999999999976	10001	9716.297338260876	10323.712205984746	10001	10001.000000000005	10000.999999999978	9716.160316209342
10001.000000000031	10000.999999999956	10000.999999999982	10001.000000000024	10000.999999999993	10001.000000000044	10000.999999999949	10000.99999999997	10001.000000000002	9985.66646823938	10000.999999999969	9758.319432445927	10000.999999999976	10000.999999999924	10019.336191518043	9446.237845678717
10001.000000000067	10000.999999999978	10000.999999999976	10001.000000000024	9280.549576735199	10000.999999999996	10001.000000000011	9340.82281427465	10000.999999999982	10001.00000000004	9106.665363888813	10000.99999999999	10001.00000000002	10000.999999999985	10001.000000000027	10491.669780946024
10001.000000000062	10001.000000000013	10000.999999999942	10000.999999999985	10000.999999999985	10001.000000000013	10000.999999999967	10000.999999999962	10001.000000000005	10000.999999999995	10482.495489227389	10001.000000000004	10000.999999999942	10000.999999999962	10001.000000000042	10001.000000000067
9832.280824607064	10001.000000000025	10213.569290954292	10001.000000000027	10506.343307157544	10000.99999999997	10001.000000000031	10001.000000000042	10847.017615048811	10001.000000000018	10000.999999999982	10000.999999999976	10001.000000000015	10001.000000000045	10001.000000000024	10000.999999999935
10001.000000000015	10001.00000000005	9160.511914109553	10001.000000000011	10000.999999999976	9028.997055939739	10000.99999999999	10274.916028664175	9141.292794043504	10001.000000000022	9712.7465748961	10001.000000000016	9726.214176305664	9136.100281995537	10515.782749047685	9165.734985314788
9651.314205735134	9499.746621745951	8904.061531947738	10000.999999999998	8590.298844281553	10001.000000000044	10000.99999999999	10001.000000000004	10001.000000000051	10001.000000000047	10000.999999999953	10001.000000000015	9589.284557061837	10001.00000000005	10000.999999999989	10001.000000000065
9733.302739447605	10000.999999999975	8952.891812436545	11230.577871240117	10001.000000000035	10001.000000000004	9175.091665721671	10000.999999999969	9327.6775976447625	10001.000000000015	10000.999999999993	10001.000000000015	10001.000000000031	9701.979615824665	10178.486716449868	10001.000000000016
10000.999999999973	10415.966803502355	10674.985430316643	10001	10000.999999999978	9691.703775623453	10001.00000000001	10000.999999999976	10001.000000000007	10000.999999999953	10001.000000000005	10001.00000000002	10406.314431567529	10288.333925923533	10000.999999999969	10001.000000000011
9223.052383430004	10000.999999999975	9285.838861911401	10001.000000000011	8535.124807383208	10001	9647.887939605425	10338.61660845418	9843.068691479633	10000.999999999978	9549.240198350431	10001.000000000005	9282.551277761604	10001.000000000027	10000.999999999985	10001.000000000011
10001.000000000016	10001.000000000042	10351.122841416525	10198.580419082691	9954.827003710321	10001.000000000004	10000.999999999995	10001.000000000038	10001.000000000038	10335.67568915704	10001.000000000015	10001.000000000007	10001.00000000001	10000.999999999985	10001.000000000022	10000.99999999996
10000.999999999982	10000.999999999933	10000.999999999982	10001.00000000002	10140.041635022366	9693.843677455863	10001.000000000045	10000.99999999999	10000.999999999989	10001.000000000016	9689.507105597291	10245.501089951671	10001.00000000001	10000.999999999985	10001.000000000025	10001.000000000042
10001.00000000001	10001.000000000035	10272.098637929415	9629.88928555002	10218.66310364642	10001.000000000022	10001.000000000004	10000.999999999995	10001	10000.99999999998	10000.99999999995	9626.635244755196	10000.999999999976	10000.999999999944	9937.85622631589	10001.000000000015
9652.497665853001	9585.440264099829	10000.999999999998	10001.000000000031	10000.999999999978	9709.365923084293	10001.000000000013	10000.999999999998	10001	10000.99999999998	10001.000000000016	10001.000000000025	10000.999999999978	10001.000000000015	10001.000000000002	9596.019198161046
10000.999999999982	10000.999999999964	10001.000000000015	9659.564926416771	10000.999999999993	10001.000000000022	10000.999999999996	9187.729468316424	10298.848459440944	10001.000000000031	10000.999999999964	10000.999999999978	10001.00000000004	10001.00000000001	10000.999999999985	10000.999999999995
9710.42898916652	9716.289835499492	10001.00000000004	10000.99999999998	10436.478551891882	10001.000000000015	9697.61984952831	10001.000000000042	10354.749203827889	9457.928881981195	10001.000000000018	10001.000000000051	10001.000000000011	10000.999999999973	9498.872232993168	10000.999999999924
10000.999999999993	10001.000000000024	10000.999999999987	9645.558056106584	9582.632919159498	9537.585425213369	10001.000000000013	10000.999999999929	10001.000000000002	10001.00000000001	10000.999999999953	10000.999999999989	9622.978785696308	10001.000000000002	10000.999999999985	9698.026540401981
9695.963754843415	10001.000000000053	9240.81012278706	10307.817517956339	10000.999999999975	10000.999999999996	9371.299555127594	10000.99999999996	10000.999999999989	10000.999999999978	10058.742505387003	10249.840204710716	10000.999999999975	10001.000000000007	10000.999999999982	10000.999999999982
10001	10001.000000000015	10000.99999999997	10000.999999999998	9628.538148905263	10000.999999999985	10000.999999999967	10001.000000000004	10000.999999999982	10000.999999999995	10000.999999999958	10237.552049578286	10001.000000000024	10000.999999999984	10000.999999999973	10000.99999999993
10393.088861660044	10000.999999999993	10308.96417349586	10001.000000000018	10001.00000000001	9617.080159049287	10000.999999999969	10643.240243292996	10001.00000000001	10000.999999999987	10231.060955833571	9703.83264352758	10001.00000000003	10001.000000000013	10001.000000000022	10000.999999999987
10388.32244107432	10000.999999999975	10000.999999999938	10000.999999999978	9510.867858229984	8638.226566393296	9632.480371809525	10001.000000000011	9618.471518570703	10001.000000000016	9661.459951229637	10000.999999999987	9621.633483335165	10001.000000000013	9546.751273745404	10000.999999999998
10000.999999999973	10001.000000000004	10001.000000000047	10000.999999999989	10296.872501437067	10000.999999999984	10188.89936201829	10001.000000000022	10001.000000000044	10001.000000000004	10477.655301658247	10001.000000000011	10000.99999999997	9840.717528540323	10001.000000000071	10000.999999999987
11767.466764617206	9974.8511439323	10001.00000000004	10001.000000000033	10001.000000000056	10757.72767167181	10336.193365003077	10001.000000000042	10295.787646929459	10001.000000000044	10001.000000000011	10001.000000000018	10000.99999999999	10301.944647379794	9527.910773934016	9178.162243193932
10001	10000.999999999985	10001	10001.000000000015	9718.8935488250645	10001.000000000025	10001	10001.000000000018	9630.523552637584	10001.000000000007	10000.999999999993	10000.999999999987	9413.640098290965	10001.000000000004	10001.000000000007	10001.000000000035
10001.000000000031	10000.999999999976	9686.854161692996	10000.999999999962	9720.327131334376	10560.567461944436	10001.000000000038	10746.093805384653	10000.999999999998	9583.570983080386	10001.000000000007	10001	9547.114859277119	10000.999999999967	10000.999999999975	9648.110353167234
10000.999999999989	8715.774183020965	10001.000000000002	10001.00000000003	10001.000000000042	9769.400589372577	10434.54021833518	10000.999999999998	10632.679718510579	10001.000000000047	9827.921619085855	10000.99999999999	10000.99999999997	9781.28060611003	10000.999999999945	10001.000000000064
10407.254126119926	10001.000000000042	10309.944785780102	10000.999999999993	10000.99999999999	10000.99999999997	10000.99999999999	10000.999999999996	11685.866464990375	10001.00000000003	10000.999999999993	10000.999999999984	11558.396420881862	10001.000000000082	10000.999999999976	10411.940725292892
10000.999999999962	10000.999999999985	9305.673098351093	10000.999999999964	10001.000000000016	10001.000000000016	10001.000000000045	10635.914279521805	10001.000000000013	10268.58376309282	10001	10001.000000000025	10001.00000000003	10000.99999999998	9729.147859823375	10001.000000000024
10001.000000000025	10000.999999999964	10000.999999999975	10001.000000000002	10001.000000000005	9951.694993755626	10001.000000000018	10000.999999999985	10001.000000000055	10001.000000000016	10001.000000000022	10000.999999999976	10000.999999999933	10331.461835737011	10000.999999999987	10762.48319488938
10001.000000000005	10164.874422320625	10001.000000000016	10001.000000000047	10000.999999999993	10001.000000000047	9598.356318519696	10001.00000000001	10001.000000000005	9634.849463783039	9694.747661790323	10000.999999999962	10000.999999999944	10001.000000000004	9628.230019828325	10001.000000000067
10001.000000000005	10000.999999999995	10001.000000000022	10000.999999999967	10000.999999999978	10000.999999999976	10000.999999999978	10001.000000000051	9483.956419890834	9409.869209994236	10001.000000000015	10000.999999999985	10001.000000000013	8096.058953270511	10001.000000000013	9756.180925654937
9018.434553238427	9796.569299279043	10000.999999999967	10253.060617262221	10001	10000.999999999964	10006.349645300246	10470.231702609954	10001.000000000075	10001.00000000002	10000.999999999987	10001.00000000004	10000.99999999996	10326.547787887115	10000.999999999973	10629.84955515871
10000.99999999999	10000.999999999973	10001.000000000024	10001.000000000002	9331.699092549952	10688.714729380577	10001.000000000022	8937.04937640818	10000.999999999985	10001.000000000007	10000.999999999942	9696.802387360527	10000.999999999984	10000.999999999978	10000.999999999993	10000.999999999975
10001.00000000006	10000.99999999998	10000.999999999955	9102.271074726255	10456.032136147509	10000.999999999996	10000.999999999996	10000.99999999999	10001.000000000005	10001.000000000004	10000.999999999993	9520.886914655639	10000.99999999999	10000.999999999985	10638.889126259583	10001.000000000016
10001.000000000002	9689.304764130466	10000.999999999958	10001.000000000002	10000.999999999984	10000.999999999975	10000.999999999984	10000.999999999962	10000.999999999989	10469.01632552371	10000.999999999984	10001.000000000035	10001.000000000031	10000.999999999915	10000.999999999945	9464.680433101905
10001.000000000042	9721.81851153475	10001.000000000035	10001.000000000031	10001.00000000001	9661.763288147127	10000.999999999973	10001.000000000051	10001	10000.99999999997	10001.00000000001	9702.669784471496	10001.00000000001	10001.000000000036	10000.999999999976	10000.999999999936
10000.999999999989	10000.999999999967	10000.999999999936	10001.000000000067	9873.89616691391	10000.999999999985	10001.000000000011	10001.000000000002	10001.000000000004	10001.000000000002	10001.000000000036	10001.000000000024	10000.999999999998	10001.000000000018	10001.000000000038	10000.99999999999
10000.999999999996	10000.999999999965	10000.99999999999	10000.999999999978	9722.287008527834	9508.255034254595	10671.530750880735	10001.000000000007	10001.000000000044	9313.43104834438	11382.110118004097	10000.999999999984	10000.999999999998	10000.999999999985	10001.000000000011	9460.22518666405
10001.000000000022	10001.00000000001	10000.999999999958	10001.000000000027	10657.134974860428	9462.548361304402	9862.031648069042	10000.999999999989	11174.960825744854	10000.999999999973	9576.787688759352	10001.00000000001	10000.999999999995	9634.662249273904	10419.64523171872	9814.093459342232
9873.5573818318735	10000.999999999965	10017.317112081573	9212.984049172805	10000.99999999994	10001.000000000005	10371.667878928787	9595.432272651853	10001.000000000024	10000.999999999987	10222.512125540552	10001.000000000004	10001.000000000013	10001.000000000022	10428.07657457532	10000.999999999978
10001.000000000018	8009.418936596823	10001.000000000011	10000.999999999965	10668.202913612766	10000.999999999996	10001.000000000022	10817.027077954202	10001.000000000005	10176.717536972912	10001.000000000024	10001.00000000001	10000.999999999993	10000.999999999976	8834.199139822651	10663.549596073559
10001.000000000022	10001.000000000015	10000.999999999949	10000.999999999978	10308.664853073398	10297.710623018947	10000.99999999998	10001.00000000002	10000.999999999982	8930.744857089421	10000.99999999999	9285.468789283546	10000.999999999984	9733.353816161756	10001.00000000001	10000.999999999933
10000.999999999989	9629.32529288547	10000.999999999965	10000.999999999985	10001	9308.054051057083	10879.735328508154	10000.999999999996	9463.54262696842	9563.152345190267	10000.999999999987	10000.999999999944	9593.6590035503	10000.999999999987	10202.319180087094	9701.241679580578
10000.999999999996	10000.999999999996	10971.458826700444	10000.999999999996	10000.999999999982	10000.999999999949	10719.810917664312	10001	10699.317168073709	10001.000000000044	10877.300383569105	10431.432967849456	10000.99999999997	9775.579171632968	9720.472404268292	10001.00000000001
10306.116190480812	10001.000000000002	10000.999999999935	10000.999999999969	10001.000000000033	10456.792499223131	10000.999999999998	9706.255982856082	10306.10611102508	10001.000000000024	10001.00000000004	10001.000000000007	9831.8911833599	10001.000000000025	10000.999999999995	10001.000000000065
10000.999999999985	10001.000000000053	10001.000000000025	10001.000000000027	10001.000000000035	10001	10001.000000000015	10000.999999999987	10000.999999999949	10000.99999999998	10000.999999999958	10331.22748004239	10000.999999999976	10001.000000000005	10001.000000000022	10360.601122464375
9710.928552477113	10001.000000000027	9569.823076143379	10000.999999999998	10000.999999999978	10001.000000000011	10000.999999999953	10587.583982366023	10000.99999999996	10000.999999999978	10000.999999999949	9371.795128739017	10001.000000000025	9633.842766300148	10000.999999999984	10001.00000000006
10000.999999999998	10311.107518587249	9625.769919748836	10000.999999999993	10001.00000000001	10000.99999999996	9721.088931159871	10000.999999999976	9716.095435849556	10001.000000000025	10000.999999999993	10001.000000000024	10293.961561498605	10001.000000000025	10000.999999999989	10578.98829853108
10053.94657830163	10000.999999999996	10000.999999999956	10001.000000000062	10000.999999999982	10000.999999999996	10001.000000000038	10000.999999999995	10001.000000000013	10000.999999999942	9593.024129189307	10000.99999999999	10000.999999999978	9948.79422669761	10267.79000847071	10000.999999999944
10898.230704837864	10001.000000000024	10585.09756469682	10000.999999999989	10001.00000000002	10000.999999999998	10864.851936840978	10001.000000000011	9999.83790356403	10000.99999999996	10440.230171210229	10001.000000000016	10000.999999999985	9723.365804782543	10001.000000000011	10000.999999999958
10725.130938646385	11386.689001425897	10000.999999999985	10000.999999999969	10001.000000000015	10001.000000000044	9194.464978861293	10001.000000000002	10493.570005330612	10025.151017836532	10001.000000000004	9666.352859368037	10066.706880844004	10001.000000000076	10000.999999999978	9698.850067616653
10000.99999999999	10000.999999999985	10000.99999999997	10000.99999999998	10000.999999999993	9694.779282516694	10000.999999999964	10001.00000000002	10001.000000000024	10000.999999999964	10000.999999999985	10001.00000000003	10000.999999999982	10000.999999999975	10472.391528263894	10001.000000000047
10000.999999999927	10000.999999999976	10332.80255660736	10001.000000000002	10000.999999999964	10001.000000000018	10001.000000000016	10001.000000000038	9882.31672577945	10001.000000000051	10001.000000000018	10299.198716365272	10000.999999999995	10001.000000000004	10000.999999999984	10001.000000000013
10001.000000000011	10001.000000000058	10000.999999999989	10001.000000000013	10001.000000000011	10000.99999999999	9648.104318876463	10000.999999999965	10001.000000000038	11676.790103112327	10001.000000000002	10000.999999999976	9522.879600034472	10000.999999999969	10000.999999999958	10000.999999999933
10001.000000000062	9590.960675173083	10000.999999999975	10000.999999999998	10001.000000000011	10001.000000000005	10100.91311232722	10000.999999999985	10001.000000000065	10000.999999999947	10000.999999999982	10001.000000000016	10000.999999999964	10000.999999999965	10001.000000000027	10000.999999999989
10001.000000000025	10000.999999999998	10001.000000000031	10000.999999999993	10001.000000000007	10001.00000000001	10001.000000000033	10000.999999999984	10288.486322271776	10000.999999999984	10307.242028648949	9645.156884959892	10001.000000000007	10001.000000000002	10339.25556388094	10000.999999999985
10000.999999999985	10001	10398.412100359	10001.000000000036	9749.829562285027	10000.999999999913	10001.000000000022	10357.451772459393	10001.000000000007	10000.999999999996	10001.000000000027	10000.999999999993	10000.999999999975	10001.00000000002	10001.000000000013	10001.000000000036
10295.405439011722	11100.639482841681	10001.000000000031	10001.000000000002	9727.1610664927	10001	10001.000000000011	10000.99999999999	9619.607031072508	10001.000000000007	10001.000000000015	10000.999999999973	10000.999999999989	10000.999999999967	10370.15969761604	10001.000000000033
10000.99999999995	10072.59852873179	10000.999999999978	10000.999999999978	10000.999999999978	10582.921108252533	10000.999999999996	10001.000000000002	10289.434251772627	10172.591793531077	10000.999999999962	10001.000000000013	10001.000000000007	10455.330202662048	10387.054178270886	8701.944473431902
10817.812248683338	10000.999999999995	10000.999999999989	9708.395179840514	9616.621609429905	10000.999999999993	10357.467802481213	10001.000000000018	9475.890715832187	10000.999999999995	9269.178866189193	10001.000000000045	10303.1634205037	10000.999999999989	10001.000000000031	10001.000000000013
10001.000000000004	10001.000000000042	10001.00000000004	10000.999999999996	10000.999999999933	10137.46754831479	10000.999999999984	10000.999999999996	10000.999999999984	10001.000000000004	9628.67408382566	10000.99999999997	8802.656826350523	9667.757650097308	10944.362555892336	10001.000000000004
10000.999999999996	10000.999999999987	10330.92443931736	10001.000000000005	10001.000000000005	10001.00000000002	10401.934009235021	10000.999999999969	10000.999999999978	9375.71086999923	10000.999999999995	10000.999999999982	10000.999999999995	10001.000000000053	10000.999999999993	10001.000000000075
9696.914229377751	10000.999999999985	10001.000000000013	10000.999999999958	10001	9431.911621701793	10000.999999999976	10001.000000000015	10001.000000000024	10000.999999999975	10000.999999999995	10000.999999999995	10458.521926800766	10000.999999999964	10001.00000000002	10001.000000000002
10000.999999999995	10000.999999999993	10001	10823.367097323882	9744.781460390974	10001.00000000004	10372.489633804833	10001.000000000015	10001.000000000047	9461.578619605434	10000.999999999969	9675.24044489916	10931.516887035865	10000.999999999996	10001.000000000058	10001.00000000003
9154.638670575858	10000.999999999995	9808.975100852927	10000.999999999978	10000.999999999973	9553.249342645826	10001.000000000002	10001	10001.000000000031	10771.482797565854	10000.999999999987	9720.636582766449	10000.999999999993	10001.000000000022	9008.028213592941	10001.00000000007
9551.067821056316	10844.889069629027	10419.489717388236	8977.732130303291	10982.545140743976	9779.807614077827	10000.999999999976	10001.000000000005	10650.02988971834	9717.1126023609	10001.000000000002	10000.999999999995	10001.000000000027	10001.000000000033	10370.106846962673	10000.999999999936
10822.16625188396	10000.999999999989	10001.000000000027	10001.000000000035	9645.200101434448	10572.31467865487	10000.999999999956	10000.999999999995	10000.99999999997	10401.585804530901	10000.999999999989	10000.99999999995	10001.000000000047	10000.999999999978	10001.000000000007	10001.000000000055
10000.999999999996	9386.526083850948	10001.000000000018	9510.611376653997	10001.000000000011	10001.000000000013	9822.959037187	10001.000000000064	10001.000000000015	10001.000000000005	10000.999999999996	9643.047270624236	10469.683618338353	10000.99999999999	10292.864735078325	10000.999999999989
10001.00000000001	10369.880891812149	10001.000000000016	10001.000000000007	10328.504140392632	11178.821840170534	10000.999999999996	10001.00000000003	10000.999999999989	10001.000000000011	9875.980351822758	10001.000000000022	10000.999999999967	10416.208378931913	10000.999999999993	10001.000000000004
9589.56759060834	10001.000000000005	10000.999999999962	9468.454598449796	10000.999999999944	10001.000000000005	10001.000000000055	10756.101095406413	10000.999999999976	10001.000000000022	10000.99999999996	10001.00000000001	10338.132082797187	10001.000000000018	10000.999999999989	12988.196321219468
9860.548358924032	10000.999999999987	10000.999999999993	10001.000000000025	10001.000000000013	10001.000000000033	9347.303842587107	10001.000000000031	10001.00000000002	10000.999999999982	10000.999999999996	10001.000000000005	10433.580267710673	10001.000000000013	9393.167530582481	10001.000000000056
9324.088602458682	10001.000000000013	10001.00000000002	9749.704273647587	11040.092465177515	10803.088762091927	10000.99999999998	10001	11197.36005475723	10553.072877005277	9990.966344826518	9786.944485720975	10001.000000000045	10001.000000000005	10000.999999999978	10000.999999999975
10001.00000000002	10000.99999999999	10000.999999999998	10000.999999999969	10330.379055175083	10001.000000000015	10165.461497654169	10001.000000000036	10164.47187765196	10684.045479881563	10000.999999999973	10240.08697674826	10047.488498743207	10000.999999999993	10000.999999999989	10001.000000000015
11032.316472292981	9573.685310770203	10001.00000000002	10075.70914581282	9565.8755221232	10345.29616536939	9670.135372713632	10358.017902716361	10001.000000000033	10000.999999999985	10001.000000000044	10001.000000000015	10000.99999999999	10001.000000000002	9213.982512510072	10001.000000000045
10000.999999999984	10000.999999999989	10000.99999999995	10000.999999999982	10001.000000000035	11172.513461527966	9579.776463758415	9411.023750985765	10001.00000000002	11003.67448147237	10000.999999999964	10001.000000000013	9363.968693713763	10000.999999999982	10000.999999999965	10001.000000000016
